"Experiment","Phase","Subject","Cue","CondType","Trials","Rating"
"Experiment 1","Phase 1","41","n","negative",7,-62
"Experiment 1","Phase 1","42","n","negative",7,-75
"Experiment 1","Phase 1","43","n","negative",7,-60
"Experiment 1","Phase 1","44","n","negative",7,-60
"Experiment 1","Phase 1","45","n","negative",7,-91
"Experiment 1","Phase 1","46","n","negative",7,-46
"Experiment 1","Phase 1","47","n","negative",7,-58
"Experiment 1","Phase 1","1","p","positive",7,56
"Experiment 1","Phase 1","2","p","positive",7,100
"Experiment 1","Phase 1","3","p","positive",7,66
"Experiment 1","Phase 1","4","p","positive",7,73
"Experiment 1","Phase 1","5","p","positive",7,53
"Experiment 1","Phase 1","6","p","positive",7,60
"Experiment 1","Phase 1","7","p","positive",7,77
"Experiment 1","Phase 1","8","p","positive",7,68
"Experiment 1","Phase 1","9","p","positive",7,100
"Experiment 1","Phase 1","10","p","positive",7,80
"Experiment 1","Phase 1","11","p","positive",7,60
"Experiment 1","Phase 1","12","p","positive",7,80
"Experiment 1","Phase 1","13","p","positive",7,63
"Experiment 1","Phase 1","14","p","positive",7,14
"Experiment 1","Phase 1","15","p","positive",7,30
"Experiment 1","Phase 1","16","p","positive",7,20
"Experiment 1","Phase 1","17","p","positive",7,44
"Experiment 1","Phase 1","18","p","positive",7,100
"Experiment 1","Phase 1","19","p","positive",7,69
"Experiment 1","Phase 1","20","p","positive",7,68
"Experiment 1","Phase 1","21","p","positive",7,100
"Experiment 1","Phase 1","22","p","positive",7,76
"Experiment 1","Phase 1","23","p","positive",7,60
"Experiment 1","Phase 1","24","p","positive",7,100
"Experiment 1","Phase 1","25","p","positive",7,73
"Experiment 1","Phase 1","26","p","positive",7,65
"Experiment 1","Phase 1","27","p","positive",7,0
"Experiment 1","Phase 1","28","p","positive",7,45
"Experiment 1","Phase 1","29","p","positive",7,53
"Experiment 1","Phase 1","30","p","positive",7,46
"Experiment 1","Phase 1","31","p","positive",7,40
"Experiment 1","Phase 1","32","p","positive",7,48
"Experiment 1","Phase 1","33","p","positive",7,66
"Experiment 1","Phase 1","34","p","positive",7,38
"Experiment 1","Phase 1","35","p","positive",7,57
"Experiment 1","Phase 1","36","p","positive",7,90
"Experiment 1","Phase 1","37","p","positive",7,80
"Experiment 1","Phase 1","38","p","positive",7,45
"Experiment 1","Phase 1","39","p","positive",7,56
"Experiment 1","Phase 1","40","p","positive",7,60
"Experiment 1","Phase 1","41","p","positive",7,59
"Experiment 1","Phase 1","42","p","positive",7,47
"Experiment 1","Phase 1","43","p","positive",7,45
"Experiment 1","Phase 1","44","p","positive",7,60
"Experiment 1","Phase 1","45","p","positive",7,97
"Experiment 1","Phase 1","46","p","positive",7,34
"Experiment 1","Phase 1","47","p","positive",7,55
"Experiment 1","Phase 1","1","u","positive",7,60.5
"Experiment 1","Phase 1","2","u","positive",7,77.5
"Experiment 1","Phase 1","3","u","positive",7,-62
"Experiment 1","Phase 1","4","u","positive",7,50
"Experiment 1","Phase 1","5","u","positive",7,4
"Experiment 1","Phase 1","6","u","positive",7,60
"Experiment 1","Phase 1","7","u","positive",7,67
"Experiment 1","Phase 1","8","u","positive",7,42.5
"Experiment 1","Phase 1","9","u","positive",7,97
"Experiment 1","Phase 1","10","u","positive",7,70
"Experiment 1","Phase 1","11","u","positive",7,20
"Experiment 1","Phase 1","12","u","positive",7,68
"Experiment 1","Phase 1","13","u","positive",7,-21.5
"Experiment 1","Phase 1","14","u","positive",7,44
"Experiment 1","Phase 1","15","u","positive",7,41.5
"Experiment 1","Phase 1","16","u","positive",7,30
"Experiment 1","Phase 1","17","u","positive",7,39.5
"Experiment 1","Phase 1","18","u","positive",7,60
"Experiment 1","Phase 1","19","u","positive",7,-38.5
"Experiment 1","Phase 1","20","u","positive",7,60.5
"Experiment 1","Phase 1","21","u","positive",7,54.5
"Experiment 1","Phase 1","22","u","positive",7,57
"Experiment 1","Phase 1","23","u","positive",7,5
"Experiment 1","Phase 1","24","u","positive",7,33.5
"Experiment 1","Phase 1","25","u","positive",7,26
"Experiment 1","Phase 1","26","u","positive",7,-20
"Experiment 1","Phase 1","27","u","positive",7,10
"Experiment 1","Phase 1","28","u","positive",7,-1
"Experiment 1","Phase 1","29","u","positive",7,44.5
"Experiment 1","Phase 1","30","u","positive",7,45.5
"Experiment 1","Phase 1","31","u","positive",7,1.5
"Experiment 1","Phase 1","32","u","positive",7,7.5
"Experiment 1","Phase 1","33","u","positive",7,24
"Experiment 1","Phase 1","34","u","positive",7,11.5
"Experiment 1","Phase 1","35","u","positive",7,-2
"Experiment 1","Phase 1","36","u","positive",7,5.5
"Experiment 1","Phase 1","37","u","positive",7,60
"Experiment 1","Phase 1","38","u","positive",7,40.5
"Experiment 1","Phase 1","39","u","positive",7,81
"Experiment 1","Phase 1","40","u","positive",7,50
"Experiment 1","Phase 1","41","u","positive",7,24
"Experiment 1","Phase 1","42","u","positive",7,34
"Experiment 1","Phase 1","43","u","positive",7,40
"Experiment 1","Phase 1","44","u","positive",7,0
"Experiment 1","Phase 1","45","u","positive",7,94.5
"Experiment 1","Phase 1","46","u","positive",7,15.5
"Experiment 1","Phase 1","47","u","positive",7,15
"Experiment 1","Phase 1","1","v","negative",7,-84
"Experiment 1","Phase 1","2","v","negative",7,-48.5
"Experiment 1","Phase 1","3","v","negative",7,-33.5
"Experiment 1","Phase 1","4","v","negative",7,-74
"Experiment 1","Phase 1","5","v","negative",7,-52.5
"Experiment 1","Phase 1","6","v","negative",7,20
"Experiment 1","Phase 1","7","v","negative",7,-63
"Experiment 1","Phase 1","8","v","negative",7,-57.5
"Experiment 1","Phase 1","9","v","negative",7,-39
"Experiment 1","Phase 1","10","v","negative",7,-20
"Experiment 1","Phase 1","11","v","negative",7,30
"Experiment 1","Phase 1","12","v","negative",7,-67
"Experiment 1","Phase 1","13","v","negative",7,-50
"Experiment 1","Phase 1","14","v","negative",7,-50
"Experiment 1","Phase 1","15","v","negative",7,-44
"Experiment 1","Phase 1","16","v","negative",7,40
"Experiment 1","Phase 1","17","v","negative",7,-28.5
"Experiment 1","Phase 1","18","v","negative",7,-60
"Experiment 1","Phase 1","19","v","negative",7,-40
"Experiment 1","Phase 1","20","v","negative",7,-36.5
"Experiment 1","Phase 1","21","v","negative",7,-78
"Experiment 1","Phase 1","22","v","negative",7,-97.5
"Experiment 1","Phase 1","23","v","negative",7,23
"Experiment 1","Phase 1","24","v","negative",7,-33
"Experiment 1","Phase 1","25","v","negative",7,-35
"Experiment 1","Phase 1","26","v","negative",7,-70
"Experiment 1","Phase 1","27","v","negative",7,0
"Experiment 1","Phase 1","28","v","negative",7,-23
"Experiment 1","Phase 1","29","v","negative",7,-14.5
"Experiment 1","Phase 1","30","v","negative",7,4
"Experiment 1","Phase 1","31","v","negative",7,-32.5
"Experiment 1","Phase 1","32","v","negative",7,28.5
"Experiment 1","Phase 1","33","v","negative",7,-31
"Experiment 1","Phase 1","34","v","negative",7,3
"Experiment 1","Phase 1","35","v","negative",7,27.5
"Experiment 1","Phase 1","36","v","negative",7,11.5
"Experiment 1","Phase 1","37","v","negative",7,-40
"Experiment 1","Phase 1","38","v","negative",7,-44.5
"Experiment 1","Phase 1","39","v","negative",7,-62
"Experiment 1","Phase 1","40","v","negative",7,-20
"Experiment 1","Phase 1","41","v","negative",7,82
"Experiment 1","Phase 1","42","v","negative",7,-25.5
"Experiment 1","Phase 1","43","v","negative",7,1
"Experiment 1","Phase 1","44","v","negative",7,-40
"Experiment 1","Phase 1","45","v","negative",7,-60
"Experiment 1","Phase 1","46","v","negative",7,10.5
"Experiment 1","Phase 1","47","v","negative",7,-100
"Experiment 2","Phase 1","1","n","negative",7,-65
"Experiment 2","Phase 1","2","n","negative",7,-33
"Experiment 2","Phase 1","3","n","negative",7,-59
"Experiment 2","Phase 1","4","n","negative",7,-47
"Experiment 2","Phase 1","5","n","negative",7,-40
"Experiment 2","Phase 1","6","n","negative",7,-100
"Experiment 2","Phase 1","7","n","negative",7,-60
"Experiment 2","Phase 1","8","n","negative",7,-74
"Experiment 2","Phase 1","9","n","negative",7,-12
"Experiment 2","Phase 1","10","n","negative",7,-29
"Experiment 2","Phase 1","11","n","negative",7,-100
"Experiment 2","Phase 1","12","n","negative",7,-34
"Experiment 2","Phase 1","13","n","negative",7,-51
"Experiment 2","Phase 1","14","n","negative",7,-36
"Experiment 2","Phase 1","15","n","negative",7,-29
"Experiment 2","Phase 1","16","n","negative",7,-20
"Experiment 2","Phase 1","17","n","negative",7,-58
"Experiment 2","Phase 1","18","n","negative",7,-60
"Experiment 2","Phase 1","19","n","negative",7,-95
"Experiment 2","Phase 1","20","n","negative",7,-40
"Experiment 2","Phase 1","21","n","negative",7,-77
"Experiment 2","Phase 1","22","n","negative",7,-100
"Experiment 2","Phase 1","23","n","negative",7,-44
"Experiment 2","Phase 1","24","n","negative",7,-47
"Experiment 2","Phase 1","25","n","negative",7,-60
"Experiment 2","Phase 1","26","n","negative",7,-55
"Experiment 2","Phase 1","27","n","negative",7,-54
"Experiment 2","Phase 1","28","n","negative",7,-38
"Experiment 2","Phase 1","29","n","negative",7,-20
"Experiment 2","Phase 1","30","n","negative",7,-69
"Experiment 2","Phase 1","31","n","negative",7,-89
"Experiment 2","Phase 1","32","n","negative",7,-71
"Experiment 2","Phase 1","33","n","negative",7,-100
"Experiment 2","Phase 1","34","n","negative",7,-32
"Experiment 2","Phase 1","1","p","positive",7,55
"Experiment 2","Phase 1","2","p","positive",7,34
"Experiment 2","Phase 1","3","p","positive",7,82
"Experiment 2","Phase 1","4","p","positive",7,95
"Experiment 2","Phase 1","5","p","positive",7,60
"Experiment 2","Phase 1","6","p","positive",7,33
"Experiment 2","Phase 1","7","p","positive",7,49
"Experiment 2","Phase 1","8","p","positive",7,81
"Experiment 2","Phase 1","9","p","positive",7,35
"Experiment 2","Phase 1","10","p","positive",7,47
"Experiment 2","Phase 1","11","p","positive",7,100
"Experiment 2","Phase 1","12","p","positive",7,30
"Experiment 2","Phase 1","13","p","positive",7,78
"Experiment 2","Phase 1","14","p","positive",7,71
"Experiment 2","Phase 1","15","p","positive",7,35
"Experiment 2","Phase 1","16","p","positive",7,97
"Experiment 2","Phase 1","17","p","positive",7,100
"Experiment 2","Phase 1","18","p","positive",7,100
"Experiment 2","Phase 1","19","p","positive",7,79
"Experiment 2","Phase 1","20","p","positive",7,60
"Experiment 2","Phase 1","21","p","positive",7,33
"Experiment 2","Phase 1","22","p","positive",7,100
"Experiment 2","Phase 1","23","p","positive",7,37
"Experiment 2","Phase 1","24","p","positive",7,38
"Experiment 2","Phase 1","25","p","positive",7,68
"Experiment 2","Phase 1","26","p","positive",7,57
"Experiment 2","Phase 1","27","p","positive",7,44
"Experiment 2","Phase 1","28","p","positive",7,80
"Experiment 2","Phase 1","29","p","positive",7,89
"Experiment 2","Phase 1","30","p","positive",7,71
"Experiment 2","Phase 1","31","p","positive",7,80
"Experiment 2","Phase 1","32","p","positive",7,-20
"Experiment 2","Phase 1","33","p","positive",7,60
"Experiment 2","Phase 1","34","p","positive",7,45
"Experiment 2","Phase 1","1","u","positive",7,29
"Experiment 2","Phase 1","2","u","positive",7,35
"Experiment 2","Phase 1","3","u","positive",7,50
"Experiment 2","Phase 1","4","u","positive",7,-32.5
"Experiment 2","Phase 1","5","u","positive",7,20
"Experiment 2","Phase 1","6","u","positive",7,-14
"Experiment 2","Phase 1","7","u","positive",7,41
"Experiment 2","Phase 1","8","u","positive",7,45
"Experiment 2","Phase 1","9","u","positive",7,28
"Experiment 2","Phase 1","10","u","positive",7,5.5
"Experiment 2","Phase 1","11","u","positive",7,1
"Experiment 2","Phase 1","12","u","positive",7,26.5
"Experiment 2","Phase 1","13","u","positive",7,95
"Experiment 2","Phase 1","14","u","positive",7,55
"Experiment 2","Phase 1","15","u","positive",7,22.5
"Experiment 2","Phase 1","16","u","positive",7,20
"Experiment 2","Phase 1","17","u","positive",7,3
"Experiment 2","Phase 1","18","u","positive",7,20
"Experiment 2","Phase 1","19","u","positive",7,47.5
"Experiment 2","Phase 1","20","u","positive",7,20
"Experiment 2","Phase 1","21","u","positive",7,35
"Experiment 2","Phase 1","22","u","positive",7,33
"Experiment 2","Phase 1","23","u","positive",7,28
"Experiment 2","Phase 1","24","u","positive",7,31
"Experiment 2","Phase 1","25","u","positive",7,40
"Experiment 2","Phase 1","26","u","positive",7,27.5
"Experiment 2","Phase 1","27","u","positive",7,66
"Experiment 2","Phase 1","28","u","positive",7,9.5
"Experiment 2","Phase 1","29","u","positive",7,0
"Experiment 2","Phase 1","30","u","positive",7,15.5
"Experiment 2","Phase 1","31","u","positive",7,60
"Experiment 2","Phase 1","32","u","positive",7,22
"Experiment 2","Phase 1","33","u","positive",7,80
"Experiment 2","Phase 1","34","u","positive",7,3.5
"Experiment 2","Phase 1","1","v","negative",7,-20
"Experiment 2","Phase 1","2","v","negative",7,61
"Experiment 2","Phase 1","3","v","negative",7,-47
"Experiment 2","Phase 1","4","v","negative",7,-68
"Experiment 2","Phase 1","5","v","negative",7,-40
"Experiment 2","Phase 1","6","v","negative",7,-100
"Experiment 2","Phase 1","7","v","negative",7,-14
"Experiment 2","Phase 1","8","v","negative",7,-42
"Experiment 2","Phase 1","9","v","negative",7,-36
"Experiment 2","Phase 1","10","v","negative",7,-40
"Experiment 2","Phase 1","11","v","negative",7,-100
"Experiment 2","Phase 1","12","v","negative",7,-20
"Experiment 2","Phase 1","13","v","negative",7,-85
"Experiment 2","Phase 1","14","v","negative",7,-66
"Experiment 2","Phase 1","15","v","negative",7,-22
"Experiment 2","Phase 1","16","v","negative",7,-84
"Experiment 2","Phase 1","17","v","negative",7,-57
"Experiment 2","Phase 1","18","v","negative",7,7
"Experiment 2","Phase 1","19","v","negative",7,-27
"Experiment 2","Phase 1","20","v","negative",7,-20
"Experiment 2","Phase 1","21","v","negative",7,-57
"Experiment 2","Phase 1","22","v","negative",7,37
"Experiment 2","Phase 1","23","v","negative",7,19
"Experiment 2","Phase 1","24","v","negative",7,-45
"Experiment 2","Phase 1","25","v","negative",7,-55
"Experiment 2","Phase 1","26","v","negative",7,-42
"Experiment 2","Phase 1","27","v","negative",7,-24
"Experiment 2","Phase 1","28","v","negative",7,-32
"Experiment 2","Phase 1","29","v","negative",7,-96
"Experiment 2","Phase 1","30","v","negative",7,-49
"Experiment 2","Phase 1","31","v","negative",7,-60
"Experiment 2","Phase 1","32","v","negative",7,0
"Experiment 2","Phase 1","33","v","negative",7,-99
"Experiment 2","Phase 1","34","v","negative",7,26
"Experiment 1","Phase 1","1","n","negative",8,-44
"Experiment 1","Phase 1","2","n","negative",8,-100
"Experiment 1","Phase 1","3","n","negative",8,-26
"Experiment 1","Phase 1","4","n","negative",8,-41
"Experiment 1","Phase 1","5","n","negative",8,-47
"Experiment 1","Phase 1","6","n","negative",8,-40
"Experiment 1","Phase 1","7","n","negative",8,-100
"Experiment 1","Phase 1","8","n","negative",8,-67
"Experiment 1","Phase 1","9","n","negative",8,-77
"Experiment 1","Phase 1","10","n","negative",8,-80
"Experiment 1","Phase 1","11","n","negative",8,-60
"Experiment 1","Phase 1","12","n","negative",8,-56
"Experiment 1","Phase 1","13","n","negative",8,-79
"Experiment 1","Phase 1","14","n","negative",8,-56
"Experiment 1","Phase 1","15","n","negative",8,-68
"Experiment 1","Phase 1","16","n","negative",8,-80
"Experiment 1","Phase 1","17","n","negative",8,-39
"Experiment 1","Phase 1","18","n","negative",8,-40
"Experiment 1","Phase 1","19","n","negative",8,-83
"Experiment 1","Phase 1","20","n","negative",8,-46
"Experiment 1","Phase 1","21","n","negative",8,-100
"Experiment 1","Phase 1","22","n","negative",8,-72
"Experiment 1","Phase 1","23","n","negative",8,-80
"Experiment 1","Phase 1","24","n","negative",8,-100
"Experiment 1","Phase 1","25","n","negative",8,-44
"Experiment 1","Phase 1","26","n","negative",8,60
"Experiment 1","Phase 1","27","n","negative",8,-20
"Experiment 1","Phase 1","28","n","negative",8,-19
"Experiment 1","Phase 1","29","n","negative",8,-16
"Experiment 1","Phase 1","30","n","negative",8,-56
"Experiment 1","Phase 1","31","n","negative",8,-84
"Experiment 1","Phase 1","32","n","negative",8,-27
"Experiment 1","Phase 1","33","n","negative",8,-38
"Experiment 1","Phase 1","34","n","negative",8,-25
"Experiment 1","Phase 1","35","n","negative",8,-60
"Experiment 1","Phase 1","36","n","negative",8,-58
"Experiment 1","Phase 1","37","n","negative",8,-80
"Experiment 1","Phase 1","38","n","negative",8,-63
"Experiment 1","Phase 1","39","n","negative",8,-87
"Experiment 1","Phase 1","40","n","negative",8,-99
"Experiment 1","Phase 1","41","n","negative",8,-61
"Experiment 1","Phase 1","42","n","negative",8,-68
"Experiment 1","Phase 1","43","n","negative",8,20
"Experiment 1","Phase 1","44","n","negative",8,-40
"Experiment 1","Phase 1","45","n","negative",8,-89
"Experiment 1","Phase 1","46","n","negative",8,-32
"Experiment 1","Phase 1","47","n","negative",8,-1
"Experiment 1","Phase 1","1","p","positive",8,66
"Experiment 1","Phase 1","2","p","positive",8,100
"Experiment 1","Phase 1","3","p","positive",8,32
"Experiment 1","Phase 1","4","p","positive",8,68
"Experiment 1","Phase 1","5","p","positive",8,45
"Experiment 1","Phase 1","6","p","positive",8,80
"Experiment 1","Phase 1","7","p","positive",8,85
"Experiment 1","Phase 1","8","p","positive",8,74
"Experiment 1","Phase 1","9","p","positive",8,93
"Experiment 1","Phase 1","10","p","positive",8,60
"Experiment 1","Phase 1","11","p","positive",8,60
"Experiment 1","Phase 1","12","p","positive",8,100
"Experiment 1","Phase 1","13","p","positive",8,64
"Experiment 1","Phase 1","14","p","positive",8,76
"Experiment 1","Phase 1","15","p","positive",8,47
"Experiment 1","Phase 1","16","p","positive",8,40
"Experiment 1","Phase 1","17","p","positive",8,55
"Experiment 1","Phase 1","18","p","positive",8,40
"Experiment 1","Phase 1","19","p","positive",8,-1
"Experiment 1","Phase 1","20","p","positive",8,51
"Experiment 1","Phase 1","21","p","positive",8,-50
"Experiment 1","Phase 1","22","p","positive",8,100
"Experiment 1","Phase 1","23","p","positive",8,80
"Experiment 1","Phase 1","24","p","positive",8,100
"Experiment 1","Phase 1","25","p","positive",8,66
"Experiment 1","Phase 1","26","p","positive",8,60
"Experiment 1","Phase 1","27","p","positive",8,20
"Experiment 1","Phase 1","28","p","positive",8,50
"Experiment 1","Phase 1","29","p","positive",8,68
"Experiment 1","Phase 1","30","p","positive",8,63
"Experiment 1","Phase 1","31","p","positive",8,80
"Experiment 1","Phase 1","32","p","positive",8,53
"Experiment 1","Phase 1","33","p","positive",8,73
"Experiment 1","Phase 1","34","p","positive",8,47
"Experiment 1","Phase 1","35","p","positive",8,55
"Experiment 1","Phase 1","36","p","positive",8,92
"Experiment 1","Phase 1","37","p","positive",8,80
"Experiment 1","Phase 1","38","p","positive",8,73
"Experiment 1","Phase 1","39","p","positive",8,91
"Experiment 1","Phase 1","40","p","positive",8,40
"Experiment 1","Phase 1","41","p","positive",8,48
"Experiment 1","Phase 1","42","p","positive",8,34
"Experiment 1","Phase 1","43","p","positive",8,60
"Experiment 1","Phase 1","44","p","positive",8,60
"Experiment 1","Phase 1","45","p","positive",8,96
"Experiment 1","Phase 1","46","p","positive",8,51
"Experiment 1","Phase 1","47","p","positive",8,89
"Experiment 1","Phase 1","1","u","positive",8,64
"Experiment 1","Phase 1","2","u","positive",8,77
"Experiment 1","Phase 1","3","u","positive",8,-3
"Experiment 1","Phase 1","4","u","positive",8,64
"Experiment 1","Phase 1","5","u","positive",8,4.5
"Experiment 1","Phase 1","6","u","positive",8,20
"Experiment 1","Phase 1","7","u","positive",8,84.5
"Experiment 1","Phase 1","8","u","positive",8,40.5
"Experiment 1","Phase 1","9","u","positive",8,64.5
"Experiment 1","Phase 1","10","u","positive",8,0
"Experiment 1","Phase 1","11","u","positive",8,-20
"Experiment 1","Phase 1","12","u","positive",8,59.5
"Experiment 1","Phase 1","13","u","positive",8,-1.5
"Experiment 1","Phase 1","14","u","positive",8,47.5
"Experiment 1","Phase 1","15","u","positive",8,55
"Experiment 1","Phase 1","16","u","positive",8,50
"Experiment 1","Phase 1","17","u","positive",8,40
"Experiment 1","Phase 1","18","u","positive",8,60
"Experiment 1","Phase 1","19","u","positive",8,17.5
"Experiment 1","Phase 1","20","u","positive",8,-15.5
"Experiment 1","Phase 1","21","u","positive",8,100
"Experiment 1","Phase 1","22","u","positive",8,67.5
"Experiment 1","Phase 1","23","u","positive",8,-4.5
"Experiment 1","Phase 1","24","u","positive",8,47
"Experiment 1","Phase 1","25","u","positive",8,24.5
"Experiment 1","Phase 1","26","u","positive",8,70
"Experiment 1","Phase 1","27","u","positive",8,20
"Experiment 1","Phase 1","28","u","positive",8,9
"Experiment 1","Phase 1","29","u","positive",8,-19.5
"Experiment 1","Phase 1","30","u","positive",8,36
"Experiment 1","Phase 1","31","u","positive",8,38
"Experiment 1","Phase 1","32","u","positive",8,0.5
"Experiment 1","Phase 1","33","u","positive",8,46
"Experiment 1","Phase 1","34","u","positive",8,19.5
"Experiment 1","Phase 1","35","u","positive",8,12.5
"Experiment 1","Phase 1","36","u","positive",8,2
"Experiment 1","Phase 1","37","u","positive",8,20
"Experiment 1","Phase 1","38","u","positive",8,39
"Experiment 1","Phase 1","39","u","positive",8,-98
"Experiment 1","Phase 1","40","u","positive",8,60
"Experiment 1","Phase 1","41","u","positive",8,23.5
"Experiment 1","Phase 1","42","u","positive",8,37.5
"Experiment 1","Phase 1","43","u","positive",8,52.5
"Experiment 1","Phase 1","44","u","positive",8,10
"Experiment 1","Phase 1","45","u","positive",8,90
"Experiment 1","Phase 1","46","u","positive",8,10.5
"Experiment 1","Phase 1","47","u","positive",8,26
"Experiment 1","Phase 1","1","v","negative",8,-74
"Experiment 1","Phase 1","2","v","negative",8,-49.5
"Experiment 1","Phase 1","3","v","negative",8,-25
"Experiment 1","Phase 1","4","v","negative",8,-61.5
"Experiment 1","Phase 1","5","v","negative",8,-24
"Experiment 1","Phase 1","6","v","negative",8,10
"Experiment 1","Phase 1","7","v","negative",8,-63.5
"Experiment 1","Phase 1","8","v","negative",8,-59
"Experiment 1","Phase 1","9","v","negative",8,-93.5
"Experiment 1","Phase 1","10","v","negative",8,-20
"Experiment 1","Phase 1","11","v","negative",8,-10
"Experiment 1","Phase 1","12","v","negative",8,-65
"Experiment 1","Phase 1","13","v","negative",8,-45.5
"Experiment 1","Phase 1","14","v","negative",8,-37.5
"Experiment 1","Phase 1","15","v","negative",8,-61
"Experiment 1","Phase 1","16","v","negative",8,20
"Experiment 1","Phase 1","17","v","negative",8,-27.5
"Experiment 1","Phase 1","18","v","negative",8,-30
"Experiment 1","Phase 1","19","v","negative",8,-65.5
"Experiment 1","Phase 1","20","v","negative",8,-31.5
"Experiment 1","Phase 1","21","v","negative",8,-78
"Experiment 1","Phase 1","22","v","negative",8,-78
"Experiment 1","Phase 1","23","v","negative",8,-50
"Experiment 1","Phase 1","24","v","negative",8,-43
"Experiment 1","Phase 1","25","v","negative",8,-5
"Experiment 1","Phase 1","26","v","negative",8,0
"Experiment 1","Phase 1","27","v","negative",8,-10
"Experiment 1","Phase 1","28","v","negative",8,-30.5
"Experiment 1","Phase 1","29","v","negative",8,-7
"Experiment 1","Phase 1","30","v","negative",8,-41
"Experiment 1","Phase 1","31","v","negative",8,-50
"Experiment 1","Phase 1","32","v","negative",8,37
"Experiment 1","Phase 1","33","v","negative",8,-23
"Experiment 1","Phase 1","34","v","negative",8,-2
"Experiment 1","Phase 1","35","v","negative",8,10
"Experiment 1","Phase 1","36","v","negative",8,24.5
"Experiment 1","Phase 1","37","v","negative",8,-20
"Experiment 1","Phase 1","38","v","negative",8,-59
"Experiment 1","Phase 1","39","v","negative",8,-30.5
"Experiment 1","Phase 1","40","v","negative",8,-20
"Experiment 1","Phase 1","41","v","negative",8,-21
"Experiment 1","Phase 1","42","v","negative",8,-18.5
"Experiment 1","Phase 1","43","v","negative",8,-37.5
"Experiment 1","Phase 1","44","v","negative",8,-40
"Experiment 1","Phase 1","45","v","negative",8,-62
"Experiment 1","Phase 1","46","v","negative",8,51.5
"Experiment 1","Phase 1","47","v","negative",8,-35
"Experiment 2","Phase 1","1","n","negative",8,-60
"Experiment 2","Phase 1","2","n","negative",8,-23
"Experiment 2","Phase 1","3","n","negative",8,-59
"Experiment 2","Phase 1","4","n","negative",8,-37
"Experiment 2","Phase 1","5","n","negative",8,-20
"Experiment 2","Phase 1","6","n","negative",8,-99
"Experiment 2","Phase 1","7","n","negative",8,-43
"Experiment 2","Phase 1","8","n","negative",8,-70
"Experiment 2","Phase 1","9","n","negative",8,-40
"Experiment 2","Phase 1","10","n","negative",8,-20
"Experiment 2","Phase 1","11","n","negative",8,-100
"Experiment 2","Phase 1","12","n","negative",8,-40
"Experiment 2","Phase 1","13","n","negative",8,-49
"Experiment 2","Phase 1","14","n","negative",8,-75
"Experiment 2","Phase 1","15","n","negative",8,-28
"Experiment 2","Phase 1","16","n","negative",8,-20
"Experiment 2","Phase 1","17","n","negative",8,-49
"Experiment 2","Phase 1","18","n","negative",8,-40
"Experiment 2","Phase 1","19","n","negative",8,-88
"Experiment 2","Phase 1","20","n","negative",8,-40
"Experiment 2","Phase 1","21","n","negative",8,-64
"Experiment 2","Phase 1","22","n","negative",8,-100
"Experiment 2","Phase 1","23","n","negative",8,-54
"Experiment 2","Phase 1","24","n","negative",8,-38
"Experiment 2","Phase 1","25","n","negative",8,-100
"Experiment 2","Phase 1","26","n","negative",8,-60
"Experiment 2","Phase 1","27","n","negative",8,-59
"Experiment 2","Phase 1","28","n","negative",8,-55
"Experiment 2","Phase 1","29","n","negative",8,-20
"Experiment 2","Phase 1","30","n","negative",8,-78
"Experiment 2","Phase 1","31","n","negative",8,-80
"Experiment 2","Phase 1","32","n","negative",8,20
"Experiment 2","Phase 1","33","n","negative",8,-100
"Experiment 2","Phase 1","34","n","negative",8,-12
"Experiment 2","Phase 1","1","p","positive",8,66
"Experiment 2","Phase 1","2","p","positive",8,51
"Experiment 2","Phase 1","3","p","positive",8,71
"Experiment 2","Phase 1","4","p","positive",8,84
"Experiment 2","Phase 1","5","p","positive",8,0
"Experiment 2","Phase 1","6","p","positive",8,100
"Experiment 2","Phase 1","7","p","positive",8,56
"Experiment 2","Phase 1","8","p","positive",8,71
"Experiment 2","Phase 1","9","p","positive",8,14
"Experiment 2","Phase 1","10","p","positive",8,30
"Experiment 2","Phase 1","11","p","positive",8,100
"Experiment 2","Phase 1","12","p","positive",8,40
"Experiment 2","Phase 1","13","p","positive",8,76
"Experiment 2","Phase 1","14","p","positive",8,63
"Experiment 2","Phase 1","15","p","positive",8,39
"Experiment 2","Phase 1","16","p","positive",8,100
"Experiment 2","Phase 1","17","p","positive",8,66
"Experiment 2","Phase 1","18","p","positive",8,100
"Experiment 2","Phase 1","19","p","positive",8,85
"Experiment 2","Phase 1","20","p","positive",8,-60
"Experiment 2","Phase 1","21","p","positive",8,42
"Experiment 2","Phase 1","22","p","positive",8,100
"Experiment 2","Phase 1","23","p","positive",8,39
"Experiment 2","Phase 1","24","p","positive",8,43
"Experiment 2","Phase 1","25","p","positive",8,71
"Experiment 2","Phase 1","26","p","positive",8,74
"Experiment 2","Phase 1","27","p","positive",8,42
"Experiment 2","Phase 1","28","p","positive",8,72
"Experiment 2","Phase 1","29","p","positive",8,99
"Experiment 2","Phase 1","30","p","positive",8,69
"Experiment 2","Phase 1","31","p","positive",8,80
"Experiment 2","Phase 1","32","p","positive",8,0
"Experiment 2","Phase 1","33","p","positive",8,40
"Experiment 2","Phase 1","34","p","positive",8,59
"Experiment 2","Phase 1","1","u","positive",8,28
"Experiment 2","Phase 1","2","u","positive",8,-61.5
