"Experiment","Phase","Subject","Cue","CondType","Trials","Rating"
"Experiment 1","Phase 1","38","v","negative",5,-39.5
"Experiment 1","Phase 1","39","v","negative",5,-71.5
"Experiment 1","Phase 1","40","v","negative",5,-10
"Experiment 1","Phase 1","41","v","negative",5,-23
"Experiment 1","Phase 1","42","v","negative",5,-4
"Experiment 1","Phase 1","43","v","negative",5,-49
"Experiment 1","Phase 1","44","v","negative",5,-40
"Experiment 1","Phase 1","45","v","negative",5,-68
"Experiment 1","Phase 1","46","v","negative",5,19
"Experiment 1","Phase 1","47","v","negative",5,-76.5
"Experiment 2","Phase 1","1","n","negative",5,-78
"Experiment 2","Phase 1","2","n","negative",5,-36
"Experiment 2","Phase 1","3","n","negative",5,-70
"Experiment 2","Phase 1","4","n","negative",5,-47
"Experiment 2","Phase 1","5","n","negative",5,-80
"Experiment 2","Phase 1","6","n","negative",5,-75
"Experiment 2","Phase 1","7","n","negative",5,-66
"Experiment 2","Phase 1","8","n","negative",5,23
"Experiment 2","Phase 1","9","n","negative",5,-37
"Experiment 2","Phase 1","10","n","negative",5,5
"Experiment 2","Phase 1","11","n","negative",5,-59
"Experiment 2","Phase 1","12","n","negative",5,-33
"Experiment 2","Phase 1","13","n","negative",5,-42
"Experiment 2","Phase 1","14","n","negative",5,-70
"Experiment 2","Phase 1","15","n","negative",5,0
"Experiment 2","Phase 1","16","n","negative",5,-56
"Experiment 2","Phase 1","17","n","negative",5,-60
"Experiment 2","Phase 1","18","n","negative",5,-60
"Experiment 2","Phase 1","19","n","negative",5,-46
"Experiment 2","Phase 1","20","n","negative",5,40
"Experiment 2","Phase 1","21","n","negative",5,-62
"Experiment 2","Phase 1","22","n","negative",5,-100
"Experiment 2","Phase 1","23","n","negative",5,-53
"Experiment 2","Phase 1","24","n","negative",5,-60
"Experiment 2","Phase 1","25","n","negative",5,-76
"Experiment 2","Phase 1","26","n","negative",5,-88
"Experiment 2","Phase 1","27","n","negative",5,-77
"Experiment 2","Phase 1","28","n","negative",5,-40
"Experiment 2","Phase 1","29","n","negative",5,82
"Experiment 2","Phase 1","30","n","negative",5,-70
"Experiment 2","Phase 1","31","n","negative",5,-80
"Experiment 2","Phase 1","32","n","negative",5,-74
"Experiment 2","Phase 1","33","n","negative",5,-100
"Experiment 2","Phase 1","34","n","negative",5,11
"Experiment 2","Phase 1","1","p","positive",5,55
"Experiment 2","Phase 1","2","p","positive",5,32
"Experiment 2","Phase 1","3","p","positive",5,53
"Experiment 2","Phase 1","4","p","positive",5,0
"Experiment 2","Phase 1","5","p","positive",5,60
"Experiment 2","Phase 1","6","p","positive",5,41
"Experiment 2","Phase 1","7","p","positive",5,53
"Experiment 2","Phase 1","8","p","positive",5,61
"Experiment 2","Phase 1","9","p","positive",5,35
"Experiment 2","Phase 1","10","p","positive",5,18
"Experiment 2","Phase 1","11","p","positive",5,100
"Experiment 2","Phase 1","12","p","positive",5,36
"Experiment 2","Phase 1","13","p","positive",5,73
"Experiment 2","Phase 1","14","p","positive",5,61
"Experiment 2","Phase 1","15","p","positive",5,29
"Experiment 2","Phase 1","16","p","positive",5,60
"Experiment 2","Phase 1","17","p","positive",5,66
"Experiment 2","Phase 1","18","p","positive",5,100
"Experiment 2","Phase 1","19","p","positive",5,77
"Experiment 2","Phase 1","20","p","positive",5,40
"Experiment 2","Phase 1","21","p","positive",5,47
"Experiment 2","Phase 1","22","p","positive",5,100
"Experiment 2","Phase 1","23","p","positive",5,31
"Experiment 2","Phase 1","24","p","positive",5,27
"Experiment 2","Phase 1","25","p","positive",5,80
"Experiment 2","Phase 1","26","p","positive",5,85
"Experiment 2","Phase 1","27","p","positive",5,31
"Experiment 2","Phase 1","28","p","positive",5,60
"Experiment 2","Phase 1","29","p","positive",5,100
"Experiment 2","Phase 1","30","p","positive",5,80
"Experiment 2","Phase 1","31","p","positive",5,80
"Experiment 2","Phase 1","32","p","positive",5,72
"Experiment 2","Phase 1","33","p","positive",5,100
"Experiment 2","Phase 1","34","p","positive",5,42
"Experiment 2","Phase 1","1","u","positive",5,32.5
"Experiment 2","Phase 1","2","u","positive",5,79
"Experiment 2","Phase 1","3","u","positive",5,59
"Experiment 2","Phase 1","4","u","positive",5,-1.5
"Experiment 2","Phase 1","5","u","positive",5,50
"Experiment 2","Phase 1","6","u","positive",5,55.5
"Experiment 2","Phase 1","7","u","positive",5,42
"Experiment 2","Phase 1","8","u","positive",5,43.5
"Experiment 2","Phase 1","9","u","positive",5,-16.5
"Experiment 2","Phase 1","10","u","positive",5,13.5
"Experiment 2","Phase 1","11","u","positive",5,55
"Experiment 2","Phase 1","12","u","positive",5,20.5
"Experiment 2","Phase 1","13","u","positive",5,95.5
"Experiment 2","Phase 1","14","u","positive",5,53
"Experiment 2","Phase 1","15","u","positive",5,-2.5
"Experiment 2","Phase 1","16","u","positive",5,-5.5
"Experiment 2","Phase 1","17","u","positive",5,36.5
"Experiment 2","Phase 1","18","u","positive",5,20
"Experiment 2","Phase 1","19","u","positive",5,22
"Experiment 2","Phase 1","20","u","positive",5,20
"Experiment 2","Phase 1","21","u","positive",5,2
"Experiment 2","Phase 1","22","u","positive",5,30
"Experiment 2","Phase 1","23","u","positive",5,32
"Experiment 2","Phase 1","24","u","positive",5,23
"Experiment 2","Phase 1","25","u","positive",5,57
"Experiment 2","Phase 1","26","u","positive",5,53.5
"Experiment 2","Phase 1","27","u","positive",5,73.5
"Experiment 2","Phase 1","28","u","positive",5,-6.5
"Experiment 2","Phase 1","29","u","positive",5,16.5
"Experiment 2","Phase 1","30","u","positive",5,15
"Experiment 2","Phase 1","31","u","positive",5,50
"Experiment 2","Phase 1","32","u","positive",5,0
"Experiment 2","Phase 1","33","u","positive",5,70
"Experiment 2","Phase 1","34","u","positive",5,40
"Experiment 2","Phase 1","1","v","negative",5,-14
"Experiment 2","Phase 1","2","v","negative",5,-74
"Experiment 2","Phase 1","3","v","negative",5,-42
"Experiment 2","Phase 1","4","v","negative",5,-40
"Experiment 2","Phase 1","5","v","negative",5,-40
"Experiment 2","Phase 1","6","v","negative",5,-100
"Experiment 2","Phase 1","7","v","negative",5,45
"Experiment 2","Phase 1","8","v","negative",5,-44
"Experiment 2","Phase 1","9","v","negative",5,-39
"Experiment 2","Phase 1","10","v","negative",5,-30
"Experiment 2","Phase 1","11","v","negative",5,-43
"Experiment 2","Phase 1","12","v","negative",5,-20
"Experiment 2","Phase 1","13","v","negative",5,-88
"Experiment 2","Phase 1","14","v","negative",5,-41
"Experiment 2","Phase 1","15","v","negative",5,-32
"Experiment 2","Phase 1","16","v","negative",5,-84
"Experiment 2","Phase 1","17","v","negative",5,-63
"Experiment 2","Phase 1","18","v","negative",5,-60
"Experiment 2","Phase 1","19","v","negative",5,-80
"Experiment 2","Phase 1","20","v","negative",5,-40
"Experiment 2","Phase 1","21","v","negative",5,-39
"Experiment 2","Phase 1","22","v","negative",5,-100
"Experiment 2","Phase 1","23","v","negative",5,-28
"Experiment 2","Phase 1","24","v","negative",5,31
"Experiment 2","Phase 1","25","v","negative",5,-40
"Experiment 2","Phase 1","26","v","negative",5,-40
"Experiment 2","Phase 1","27","v","negative",5,-30
"Experiment 2","Phase 1","28","v","negative",5,-40
"Experiment 2","Phase 1","29","v","negative",5,-88
"Experiment 2","Phase 1","30","v","negative",5,-40
"Experiment 2","Phase 1","31","v","negative",5,-60
"Experiment 2","Phase 1","32","v","negative",5,-27
"Experiment 2","Phase 1","33","v","negative",5,-80
"Experiment 2","Phase 1","34","v","negative",5,-75
"Experiment 1","Phase 1","1","n","negative",6,-48
"Experiment 1","Phase 1","2","n","negative",6,-49
"Experiment 1","Phase 1","3","n","negative",6,-50
"Experiment 1","Phase 1","4","n","negative",6,-77
"Experiment 1","Phase 1","5","n","negative",6,-42
"Experiment 1","Phase 1","6","n","negative",6,-20
"Experiment 1","Phase 1","7","n","negative",6,-100
"Experiment 1","Phase 1","8","n","negative",6,-100
"Experiment 1","Phase 1","9","n","negative",6,-61
"Experiment 1","Phase 1","10","n","negative",6,-60
"Experiment 1","Phase 1","11","n","negative",6,-40
"Experiment 1","Phase 1","12","n","negative",6,-100
"Experiment 1","Phase 1","13","n","negative",6,-38
"Experiment 1","Phase 1","14","n","negative",6,-49
"Experiment 1","Phase 1","15","n","negative",6,-86
"Experiment 1","Phase 1","16","n","negative",6,-80
"Experiment 1","Phase 1","17","n","negative",6,-43
"Experiment 1","Phase 1","18","n","negative",6,-80
"Experiment 1","Phase 1","19","n","negative",6,-65
"Experiment 1","Phase 1","20","n","negative",6,-25
"Experiment 1","Phase 1","21","n","negative",6,-53
"Experiment 1","Phase 1","22","n","negative",6,-63
"Experiment 1","Phase 1","23","n","negative",6,-67
"Experiment 1","Phase 1","24","n","negative",6,-100
"Experiment 1","Phase 1","25","n","negative",6,-56
"Experiment 1","Phase 1","26","n","negative",6,-40
"Experiment 1","Phase 1","27","n","negative",6,-60
"Experiment 1","Phase 1","28","n","negative",6,-29
"Experiment 1","Phase 1","29","n","negative",6,-100
"Experiment 1","Phase 1","30","n","negative",6,-14
"Experiment 1","Phase 1","31","n","negative",6,-80
"Experiment 1","Phase 1","32","n","negative",6,-25
"Experiment 1","Phase 1","33","n","negative",6,15
"Experiment 1","Phase 1","34","n","negative",6,-59
"Experiment 1","Phase 1","35","n","negative",6,-50
"Experiment 1","Phase 1","36","n","negative",6,-49
"Experiment 1","Phase 1","37","n","negative",6,-40
"Experiment 1","Phase 1","38","n","negative",6,-63
"Experiment 1","Phase 1","39","n","negative",6,-72
"Experiment 1","Phase 1","40","n","negative",6,-100
"Experiment 1","Phase 1","41","n","negative",6,-55
"Experiment 1","Phase 1","42","n","negative",6,-62
"Experiment 1","Phase 1","43","n","negative",6,-80
"Experiment 1","Phase 1","44","n","negative",6,-40
"Experiment 1","Phase 1","45","n","negative",6,-84
"Experiment 1","Phase 1","46","n","negative",6,59
"Experiment 1","Phase 1","47","n","negative",6,-100
"Experiment 1","Phase 1","1","p","positive",6,61
"Experiment 1","Phase 1","2","p","positive",6,55
"Experiment 1","Phase 1","3","p","positive",6,0
"Experiment 1","Phase 1","4","p","positive",6,100
"Experiment 1","Phase 1","5","p","positive",6,52
"Experiment 1","Phase 1","6","p","positive",6,60
"Experiment 1","Phase 1","7","p","positive",6,17
"Experiment 1","Phase 1","8","p","positive",6,61
"Experiment 1","Phase 1","9","p","positive",6,90
"Experiment 1","Phase 1","10","p","positive",6,60
"Experiment 1","Phase 1","11","p","positive",6,-20
"Experiment 1","Phase 1","12","p","positive",6,80
"Experiment 1","Phase 1","13","p","positive",6,62
"Experiment 1","Phase 1","14","p","positive",6,93
"Experiment 1","Phase 1","15","p","positive",6,31
"Experiment 1","Phase 1","16","p","positive",6,20
"Experiment 1","Phase 1","17","p","positive",6,40
"Experiment 1","Phase 1","18","p","positive",6,100
"Experiment 1","Phase 1","19","p","positive",6,59
"Experiment 1","Phase 1","20","p","positive",6,28
"Experiment 1","Phase 1","21","p","positive",6,99
"Experiment 1","Phase 1","22","p","positive",6,100
"Experiment 1","Phase 1","23","p","positive",6,54
"Experiment 1","Phase 1","24","p","positive",6,100
"Experiment 1","Phase 1","25","p","positive",6,76
"Experiment 1","Phase 1","26","p","positive",6,80
"Experiment 1","Phase 1","27","p","positive",6,-40
"Experiment 1","Phase 1","28","p","positive",6,30
"Experiment 1","Phase 1","29","p","positive",6,12
"Experiment 1","Phase 1","30","p","positive",6,11
"Experiment 1","Phase 1","31","p","positive",6,60
"Experiment 1","Phase 1","32","p","positive",6,28
"Experiment 1","Phase 1","33","p","positive",6,44
"Experiment 1","Phase 1","34","p","positive",6,-11
"Experiment 1","Phase 1","35","p","positive",6,30
"Experiment 1","Phase 1","36","p","positive",6,86
"Experiment 1","Phase 1","37","p","positive",6,80
"Experiment 1","Phase 1","38","p","positive",6,57
"Experiment 1","Phase 1","39","p","positive",6,37
"Experiment 1","Phase 1","40","p","positive",6,40
"Experiment 1","Phase 1","41","p","positive",6,50
"Experiment 1","Phase 1","42","p","positive",6,34
"Experiment 1","Phase 1","43","p","positive",6,20
"Experiment 1","Phase 1","44","p","positive",6,60
"Experiment 1","Phase 1","45","p","positive",6,98
"Experiment 1","Phase 1","46","p","positive",6,48
"Experiment 1","Phase 1","47","p","positive",6,100
"Experiment 1","Phase 1","1","u","positive",6,58.5
"Experiment 1","Phase 1","2","u","positive",6,26
"Experiment 1","Phase 1","3","u","positive",6,13.5
"Experiment 1","Phase 1","4","u","positive",6,50
"Experiment 1","Phase 1","5","u","positive",6,1.5
"Experiment 1","Phase 1","6","u","positive",6,-70
"Experiment 1","Phase 1","7","u","positive",6,13
"Experiment 1","Phase 1","8","u","positive",6,73
"Experiment 1","Phase 1","9","u","positive",6,19
"Experiment 1","Phase 1","10","u","positive",6,30
"Experiment 1","Phase 1","11","u","positive",6,20
"Experiment 1","Phase 1","12","u","positive",6,63
"Experiment 1","Phase 1","13","u","positive",6,59.5
"Experiment 1","Phase 1","14","u","positive",6,44
"Experiment 1","Phase 1","15","u","positive",6,83
"Experiment 1","Phase 1","16","u","positive",6,30
"Experiment 1","Phase 1","17","u","positive",6,39
"Experiment 1","Phase 1","18","u","positive",6,0
"Experiment 1","Phase 1","19","u","positive",6,5.5
"Experiment 1","Phase 1","20","u","positive",6,61
"Experiment 1","Phase 1","21","u","positive",6,0
"Experiment 1","Phase 1","22","u","positive",6,82.5
"Experiment 1","Phase 1","23","u","positive",6,4.5
"Experiment 1","Phase 1","24","u","positive",6,35
"Experiment 1","Phase 1","25","u","positive",6,28.5
"Experiment 1","Phase 1","26","u","positive",6,1
"Experiment 1","Phase 1","27","u","positive",6,10
"Experiment 1","Phase 1","28","u","positive",6,1
"Experiment 1","Phase 1","29","u","positive",6,46.5
"Experiment 1","Phase 1","30","u","positive",6,45
"Experiment 1","Phase 1","31","u","positive",6,44.5
"Experiment 1","Phase 1","32","u","positive",6,39
"Experiment 1","Phase 1","33","u","positive",6,13
"Experiment 1","Phase 1","34","u","positive",6,21
"Experiment 1","Phase 1","35","u","positive",6,-2
"Experiment 1","Phase 1","36","u","positive",6,-0.5
"Experiment 1","Phase 1","37","u","positive",6,40
"Experiment 1","Phase 1","38","u","positive",6,27.5
"Experiment 1","Phase 1","39","u","positive",6,64.5
"Experiment 1","Phase 1","40","u","positive",6,15.5
"Experiment 1","Phase 1","41","u","positive",6,19.5
"Experiment 1","Phase 1","42","u","positive",6,36.5
"Experiment 1","Phase 1","43","u","positive",6,10
"Experiment 1","Phase 1","44","u","positive",6,10
"Experiment 1","Phase 1","45","u","positive",6,67.5
"Experiment 1","Phase 1","46","u","positive",6,59
"Experiment 1","Phase 1","47","u","positive",6,37
"Experiment 1","Phase 1","1","v","negative",6,-76.5
"Experiment 1","Phase 1","2","v","negative",6,-75
"Experiment 1","Phase 1","3","v","negative",6,-70
"Experiment 1","Phase 1","4","v","negative",6,-45
"Experiment 1","Phase 1","5","v","negative",6,-54.5
"Experiment 1","Phase 1","6","v","negative",6,0
"Experiment 1","Phase 1","7","v","negative",6,-100
"Experiment 1","Phase 1","8","v","negative",6,-64.5
"Experiment 1","Phase 1","9","v","negative",6,-56
"Experiment 1","Phase 1","10","v","negative",6,-30
"Experiment 1","Phase 1","11","v","negative",6,-50
"Experiment 1","Phase 1","12","v","negative",6,-59
"Experiment 1","Phase 1","13","v","negative",6,-43.5
"Experiment 1","Phase 1","14","v","negative",6,-45
"Experiment 1","Phase 1","15","v","negative",6,-8.5
"Experiment 1","Phase 1","16","v","negative",6,50.5
"Experiment 1","Phase 1","17","v","negative",6,-26
"Experiment 1","Phase 1","18","v","negative",6,-70
"Experiment 1","Phase 1","19","v","negative",6,-43
"Experiment 1","Phase 1","20","v","negative",6,-47
"Experiment 1","Phase 1","21","v","negative",6,-58
"Experiment 1","Phase 1","22","v","negative",6,-89
"Experiment 1","Phase 1","23","v","negative",6,-27
"Experiment 1","Phase 1","24","v","negative",6,-35
"Experiment 1","Phase 1","25","v","negative",6,-36
"Experiment 1","Phase 1","26","v","negative",6,-20
"Experiment 1","Phase 1","27","v","negative",6,-10
"Experiment 1","Phase 1","28","v","negative",6,-17.5
"Experiment 1","Phase 1","29","v","negative",6,17.5
"Experiment 1","Phase 1","30","v","negative",6,19
"Experiment 1","Phase 1","31","v","negative",6,-47.5
"Experiment 1","Phase 1","32","v","negative",6,25
"Experiment 1","Phase 1","33","v","negative",6,-24.5
"Experiment 1","Phase 1","34","v","negative",6,-8.5
"Experiment 1","Phase 1","35","v","negative",6,22.5
"Experiment 1","Phase 1","36","v","negative",6,14.5
"Experiment 1","Phase 1","37","v","negative",6,-50
"Experiment 1","Phase 1","38","v","negative",6,-34.5
"Experiment 1","Phase 1","39","v","negative",6,-92.5
"Experiment 1","Phase 1","40","v","negative",6,-20
"Experiment 1","Phase 1","41","v","negative",6,-24
"Experiment 1","Phase 1","42","v","negative",6,5
"Experiment 1","Phase 1","43","v","negative",6,-17
"Experiment 1","Phase 1","44","v","negative",6,-10
"Experiment 1","Phase 1","45","v","negative",6,-73
"Experiment 1","Phase 1","46","v","negative",6,-44.5
"Experiment 1","Phase 1","47","v","negative",6,-77
"Experiment 2","Phase 1","1","n","negative",6,25
"Experiment 2","Phase 1","2","n","negative",6,-49
"Experiment 2","Phase 1","3","n","negative",6,-28
"Experiment 2","Phase 1","4","n","negative",6,-40
"Experiment 2","Phase 1","5","n","negative",6,-60
"Experiment 2","Phase 1","6","n","negative",6,-61
"Experiment 2","Phase 1","7","n","negative",6,-63
"Experiment 2","Phase 1","8","n","negative",6,-72
"Experiment 2","Phase 1","9","n","negative",6,-53
"Experiment 2","Phase 1","10","n","negative",6,0
"Experiment 2","Phase 1","11","n","negative",6,-62
"Experiment 2","Phase 1","12","n","negative",6,-41
"Experiment 2","Phase 1","13","n","negative",6,-83
"Experiment 2","Phase 1","14","n","negative",6,-41
"Experiment 2","Phase 1","15","n","negative",6,-40
